category,gi,gl,name
food,47,12,"Hot oat cereal (30 g), fruit flavor prepared with 125 mL skim milk"
food,47,12,"Hot oat cereal (30 g), honey flavor prepared with 125 mL skim milk"
food,50,12,"Hot oat cereal (30 g), orchard fruit flavor prepared with 125 mL skim milk"
food,47,11,Hot oat cereal (30 g) prepared with 125 mL skim milk
food,40,9,Hot oat cereal (30 g) prepared with 125 mL skim milk
food,39,7,"Muesli, gluten-free with 1.5% fat milk (125 mL)"
food,60,11,"Muesli, Original, consumed with 125 mL semi-skimmed milk"
food,60,12,"Muesli, Swiss, consumed with 150 mL semi-skimmed milk"
food,49,9,"Muesli, Wheat free, consumed with 150 mL semi-skimmed milk"
food,40,9,"Porridge, jumbo oats, consumed with 150 mL semi-skimmed milk"
food,61,14,"Porridge, small oats, consumed with 150 mL semi-skimmed milk"
food,59,14,"Precise™, with 125 mL semi-skimmed milk"
food,80,20,"Rice Pops™, with 125 mL semi-skimmed milk"
food,46,12,"Cereal biscuit (30 g), cocoa flavor wheat biscuits consumed with 125 mL skim milk"
food,56,15,"Cereal biscuit (30 g), fruit flavor wheat biscuits consumed with 125 mL skim milk"
food,52,14,"Cereal biscuit (30 g), honey flavor wheat biscuits consumed with 125 mL skim milk"
food,47,12,"Cereal biscuit (30 g), wheat based biscuits consumed with 125 mL skim milk "
food,45,13,"Buckwheat groats, hydrothermally treated, dehusked, boiled 12 min"
food,65,9,"Couscous, rehydrated with hot water"
food,62,22,Millet porridge 
food,53,13,"Quinoa, cooked, refrigerated, reheated in microwave for 1.5 min"
food,69,36,"Arborio, risotto white rice, boiled, SunRice brand"
food,69,36,"Arborio, risotto white rice, boiled, SunRice brand"
food,43,16,"White rice, boiled, type not specified"
food,43,16,"White rice, boiled, type not specified"
food,72,30,"White rice, boiled, type not specified"
food,72,27,"White rice, boiled, type not specified, boiled in salted water"
food,72,27,"White rice, boiled, type not specified, boiled in salted water"
food,83,30,"White rice, boiled, type not specified"
food,83,30,"White rice, boiled, type not specified"
food,89,43,"White rice, boiled, type not specified, boiled 13 min "
food,89,43,"White rice, boiled, type not specified, boiled 13 min "
food,53,20,"White rice, type not specified, boiled in salted water, refrigerated 16-20 h, reheated"
food,53,20,"White rice, type not specified, boiled in salted water, refrigerated 16-20 h, reheated"
food,94,45,"White rice, type not specified, boiled 13 min, then baked 10 min "
food,94,45,"White rice, type not specified, boiled 13 min, then baked 10 min "
food,50,21,"Long grain rice, white, unconverted, boiled 15 min, Mahatma brand"
food,50,21,"Long grain rice, white, unconverted, boiled 15 min, Mahatma brand"
food,64,26,"Long grain rice, white, boiled 7 min, Star brand"
food,69,28,"Long grain rice, boiled, Star Brand"
food,68,25,"Long grain rice quick-cooking variety, parboiled 10 min cooking time"
food,68,25,"Long grain rice quick-cooking variety, parboiled 10 min cooking time"
food,75,28,"Long grain rice quick-cooking variety, parboiled, 20 min cooking time"
food,75,28,"Long grain rice quick-cooking variety, parboiled, 20 min cooking time"
food,52,19,"Long grain rice quick-cooking variety, white, pre-cooked, microwaved 2 min, Express Rice, plain"
food,52,19,"Long grain rice quick-cooking variety, white, pre-cooked, microwaved 2 min, Express Rice, plain"
food,76,44,"Long Grain White Rice in 90 Seconds, microwaved, SunRice brand"
food,76,44,"Long Grain White Rice in 90 Seconds, microwaved, SunRice brand"
food,75,29,"Medium grain white rice, quick-cooking variety, boiled 12 min, Sun Rice brand"
food,75,29,"Medium grain white rice, quick-cooking variety, boiled 12 min, Sun Rice brand"
food,69,23,Rice porridge 
food,88,13,Rice porridge 
food,88,13,Rice porridge 
food,19,3,"Rice porridge, made from rice bran "
food,42,14,"Rice porridge, made from black rice "
food,65,21,"Rice porridge, made from Sticky rice "
food,49,22,"American, easy-cook rice, consumed with 10 g margarine"
food,86,37,"Broken rice, white, cooked in rice cooker"
food,86,37,"Broken rice, white, cooked in rice cooker"
food,48,20,"Brown Rice, Uncle Ben's® Ready Whole Grain (pouch)"
food,48,20,"Brown Rice, Uncle Ben's® Ready Whole Grain (pouch)"
food,45,18,"Brown & Wild rice, Uncle Ben's® Ready Whole Grain Medley™ (pouch)"
food,45,18,"Brown & Wild rice, Uncle Ben's® Ready Whole Grain Medley™ (pouch)"
food,46,18,"Chicken Flavored Brown Rice, Uncle Ben's® Ready Whole Grain (pouch)"
food,46,18,"Chicken Flavored Brown Rice, Uncle Ben's® Ready Whole Grain (pouch)"
food,98,31,"Glutinous rice, white, cooked in rice cooker"
food,98,31,"Glutinous rice, white, cooked in rice cooker"
food,79,37,"Jasmine Fragrant rice, white, SunRice brand (Product of Australia)"
food,79,37,"Jasmine Fragrant rice, white, SunRice brand (Product of Australia)"
food,109,46,"Jasmine rice, white long grain, cooked in rice cooker"
food,49,21,"Long Grain and Wild, Jasmine rice, Uncle Ben's® Ready Rice (pouch)"
food,49,21,"Long Grain and Wild, Jasmine rice, Uncle Ben's® Ready Rice (pouch)"
food,54,17,Moolgiri white rice
food,48,22,"Original Long Grain, Jasmine rice, Uncle Ben's® Ready Rice (pouch)"
food,48,22,"Original Long Grain, Jasmine rice, Uncle Ben's® Ready Rice (pouch)"
food,59,46,"Red Raw rice, Sri Lankan, cooked in rice cooker"
food,51,21,"Roasted Chicken Flavored, Uncle Ben's® Ready Rice (pouch)"
food,48,18,"Santa Fe, Uncle Ben's® Ready Whole Grain Medley™ (pouch)"
food,51,22,"Spanish Style, Uncle Ben's® Ready Rice (pouch)"
food,48,17,"Vegetable Harvest, Uncle Ben's® Ready Whole Grain Medley™ (pouch)"
food,83,36,"Calrose, white low-amylose rice, medium grain, boiled"
food,87,37,"Sungold, Pelde, white low-amylose rice, parboiled"
food,88,38,Waxy (0-2% amylose) white low-amylose rice
food,93,40,"Pelde, white low-amylose rice"
food,48,19,"Doongara, white high-amylose rice, cooked in rice cooker, SunRice CleverRice™ brand"
food,48,19,"Doongara, white high-amylose rice, cooked in rice cooker, SunRice CleverRice™ brand"
food,50,20,"Doongara, white high-amylose rice, SunRice CleverRice™ brand"
food,54,21,"Doongara, white high-amylose rice, SunRice CleverRice™ brand (Product of Australia)"
food,54,21,"Doongara, white high-amylose rice, SunRice CleverRice™ brand"
food,64,25,"Doongara, white high-amylose rice, SunRice CleverRice™ brand"
food,51,20,"Doongara, white high-amylose rice, SunRice CleverRice™ brand (Product of Australia)"
food,43,18,"Basmati, white rice, boiled, with 10 g margarine"
food,52,15,"Basmati, white rice, boiled 12 min"
food,57,23,"Basmati, white rice, organic, boiled 10 min "
food,57,23,"Basmati, white rice, organic, boiled 10 min "
food,58,22,"Basmati, white rice, boiled, Mahatma brand"
food,65,25,"Basmati, white rice, boiled, SunRice brand (Product of Pakistan)"
food,59,23,"Basmati, white rice, boiled, SunRice brand (Product of Pakistan)"
food,69,28,"Basmati, white rice, boiled 8 min "
food,67,28,"Basmati, easy cook white rice, boiled 9 min "
food,68,28,"Basmati, easy-cook white rice, consumed with 10 g margarine"
food,57,24,"Precooked basmati rice in pouch, white, reheated in microwave, Uncle Ben's Express®"
food,57,24,"Precooked basmati rice in pouch, white, reheated in microwave, Uncle Ben's Express®"
food,60,23,"Quick cooking white basmati, cooked 10 min, Uncle Ben's® Superior"
food,60,23,"Quick cooking white basmati, cooked 10 min, Uncle Ben's® Superior"
food,85,33,"Short Grain Sushi rice, white, SunRice brand (Product of Australia)"
food,62,26,"Japonica, short-grain brown rice "
food,62,26,"Japonica, short-grain brown rice "
food,54,22,"Japonica short-grain brown rice, pre-germinated"
food,57,23,"Japonica short-grain brown rice,  pre-germinated "
food,48,18,"Koshikari (Japonica), white rice, short-grain,  boiled 15 min, then steamed 10 min "
food,48,18,"Koshikari (Japonica), white rice, short-grain,  boiled 15 min, then steamed 10 min "
food,76,35,"Japonica, short-grain white rice "
food,76,35,"Japonica, short-grain white rice "
food,75,34,"Japonica, short-grain white rice "
food,64,27,Japonica white rice and pre-germinated Japonica brown rice (ratio 1:2)
food,67,30,Japonica white rice and pre-germinated Japonica brown rice (ratio 2:1) 
food,73,28,"Koshihikari rice, white, SunRice brand (Product of Australia)"
food,61,23,"Koshihikari rice, white, SunRice brand (Product of Australia)"
food,68,27,"Japonica rice with 3 g Sunfibre (Cyamoposis tetragonolobus) (soluble fiber), viscosity 1 (Taiyo Kagaku Co., Ltd, Japan)"
food,66,26,"Japonica rice with 5 g Sunfibre (Cyamoposis tetragonolobus) (soluble fiber), viscosity 1 (Taiyo Kagaku Co., Ltd, Japan)"
food,66,28,"Milled (white), high amylose (IR42) rice,  boiled 22 min"
food,64,28,"Milled (white), high amylose (IR42) rice, boiled 22 min "
food,64,28,"Milled (white), high amylose (IR42) rice, boiled 22 min"
food,43,18,"Milled (white), high amylose (IR62) rice, boiled 22 min"
food,50,22,"Milled (white), high amylose (IR36) rice, boiled 22 min "
food,53,23,"Milled (white), high amylose (IR62) rice, cooked in rice cooker 20 min "
food,55,24,"Milled (white), high amylose (IR36) rice, cooked in rice cooker 19 min"
food,58,25,"Milled (white), high amylose (IR42) rice, cooked in rice cooker 14 min"
food,66,22,Brown rice 
food,66,22,Brown rice 
food,50,16,"Brown rice, steamed"
food,50,16,"Brown rice, steamed"
food,72,29,"Brown rice, boiled in excess water for 25 min, SunRice brand"
food,87,29,Brown rice
food,87,29,Brown rice
food,87,33,Calrose brown rice
food,66,24,"Doongara brown rice, high amylose"
food,59,30,"Medium Grain Brown Rice in 90 seconds, microwaved on high, SunRice brand"
food,76,29,Pelde brown rice
food,64,23,"Parboiled brown rice, cooked 20 min, Uncle Ben's Natur-reis®"
food,80,31,Sunbrown Quick™ brown rice
food,58,24,"Brown, high amylose (IR42) rice, boiled 30 min"
food,46,19,"Instant rice, white, cooked 3 min "
food,87,36,"Instant rice, white, cooked 6 min, Trice brand"
food,87,36,"Instant rice, white, cooked 6 min, Trice brand"
food,87,37,"Instant rice, white, cooked 6 min "
food,74,31,"Puffed, white rice, cooked 5 min, Uncle Ben's Snabbris®"
food,74,31,"Puffed, white rice, cooked 5 min, Uncle Ben's Snabbris®"
food,94,39,"Instant Doongara, white rice, cooked 5 min"
food,38,14,"Converted, white parboiled rice, boiled 20-30 min, Uncle Ben's®"
food,38,14,"Converted, white parboiled rice, boiled 20-30 min, Uncle Ben's®"
food,87,34,"Parboiled rice, low-amylose, Pelde, Sungold"
food,50,19,"Parboiled rice, high-amylose (28%), Doongara"
food,87,24,"Rice, Sticky "
food,87,24,"Rice, Sticky "
food,88,25,"Rice, Sticky "
food,50,14,"Rice, Sticky, high-amylose "
food,50,14,"Rice, Sticky, high-amylose "
food,30,11," Wheat, whole kernels (Triticum aestivum)"
food,52,19,"Durum wheat, precooked kernels, cooked 20 min"
food,50,17,"Durum wheat, precooked kernels, cooked 10 min"
food,40,16,"Durum wheat, precooked kernels in pouch,  reheated in microwave, Ebly Express"
food,54,25,"Quick cooking wheat, precooked kernels"
food,55,4,"Infasoy™ Infant formula, soy-based, milk-free"
food,35,2,Karicare™ gold starter infant formula with omega plus LCP oils
food,30,2,Nan-1™ infant formula with iron
food,36,3,S-26™ infant formula
food,46,10,Apple baby food 
food,95,6,"Farex™ baby rice, 7 g cereal with 80 g water"
food,56,7,"Apple, apricot and banana cereal, Robinsons First Tastes from 4 months"
food,59,5,"Creamed rice porridge, Robinsons First Tastes from 4 months"
food,59,6,"Rice pudding, Robinsons First Tastes from 4 months"
food,67,5,"Chicken and noodles with vegetables, strained, Heinz for Baby from 4 months"
food,65,10,"Sweetcorn and rice, Heinz for Baby from 4 months"
food,47,12,"Gruel (wholemeal wheat, rye, rice, wheat and oat flour), made with whole milk and water"
food,46,14,"Porridge (rice & wheat flour), apple-pear flavored, made with whole milk and water "
food,51,15,"Porridge (wholemeal wheat, oat, rice & wheat flour), fruit flavored, made with whole milk and water"
food,54,16,"Porridge (rice and wheat flour), made with whole milk and water"
food,51,15,"Rice porridge, made with whole milk and water"
food,40,6,"Baked Beans, canned "
food,40,6,"Baked Beans, Heinz Vegetarian baked haricot beans"
food,44,10,Baked Beans in Cheesy Tomato sauce
food,47,13,Baked Beans in Barbecue sauce
food,53,13,Baked Beans in Ham sauce
food,49,11,Baked Beans in Mild Curry sauce
food,46,12,Baked Beans in Sweet Chilli sauce
food,40,8,Baked Beans in Tomato sauce
food,57,13,"Baked Beans in Tomato sauce, canned, reheated in microwave for 1.5 min"
food,37,11,"Beans, dried, boiled, type not specified"
food,33,10,"Black eyed beans/peas (Cowpeas), boiled"
food,52,16,"Blackeyed peas (Vigna unguiculata), boiled"
food,38,11,"Blackeyed peas (Vigna unguiculata), boiled, consumed with 4.24 g salt"
food,36,8,"Butter beans, canned, drained, Edgell's™ brand"
food,26,5,"Butter beans, dried, soaked overnight,  boiled 50 min "
food,28,6,"Butter beans, dried, soaked overnight, cooked in salted water"
food,36,7,Butter beans 
food,31,6,"Cannellini beans, canned, drained, Edgell's™ brand"
food,10,3,"Chickpeas (Cicer arietinum Linn), dried, soaked, boiled 35 min"
food,36,11,"Chickpeas, boiled"
food,38,9,"Chickpeas, canned, drained, Edgell's™ brand"
food,22,1,"Chickpea Hommus dip, Chris' Traditional brand"
food,37,9,"Four bean mix, canned, drained, Edgell's™ brand"
food,31,9,"Haricot/Navy beans, boiled "
food,39,12,Haricot/Navy beans
food,23,7,"Haricot beans, home-cooked, soaked overnight, boiled 1h in water, baked in tomato sauce 2h"
food,14,3,"Kidney/white bean (Phaseolus vulgaris Linn), soaked, boiled 17 min"
food,19,5,Kidney beans (Phaseolus vulgaris) 
food,25,6,"Kidney beans (Phaseolus vulgaris L.), red,  soaked 20 min, boiled 70 min "
food,29,7,Kidney beans 
food,34,9,"Kidney beans (Phaseolus vulgaris L.), autoclaved"
food,70,17,"Kidney beans, dried, soaked 12 h, stored moist 24 h, steamed 1 h"
food,20,5,"Black bean (Phaseolus vulgaris Linn), soaked overnight, cooked 45 min "
food,43,10,"Dark Red Kidney beans, canned in brine, drained, Edgell's™ brand"
food,36,9,"Red Kidney beans, canned, drained, Edgell's™ brand"
food,51,12,"Red Kidney beans, dried, soaked overnight, boiled 60 min"
food,29,5,"Lentils, type not specified"
food,42,9,"Lentils, brown, canned, drained, Edgell's™ brand"
food,37,5,"Lentils, green, dried, boiled"
food,21,4,"Lentils, red, split, dried, boiled 25 min "
food,47,9,"Marrowfat peas, dried, boiled "
food,31,5,"Mung bean (Phaseolus areus Roxb), soaked,  boiled 20 min "
food,53,9,"Mung bean, fried "
food,25,4,"Mung bean, germinated "
food,42,7,"Mung bean, pressure cooked "
food,22,4,"Pigeon Pea (Cajanus cajan Linn. Huth.), soaked, boiled 45 min"
food,33,8,"Pinto beans, steamed "
food,38,10,"Refried Pinto beans, Casa Fiesta™ brand"
food,15,1,"Soya beans, dried, boiled "
