category,gi,gl,name
sweet,47,17,LU Petit Dejeuner Honey & Chocolate chips cookies
sweet,46,16,LU Petit Dejeuner Honey & Chocolate chips cookies
sweet,55,19,LU Petit Dejeuner Milk and Cereals cookies
sweet,39,13,LU Petit Dejeuner Milk and Cereals cookies
sweet,46,16,LU Petit Dejeuner Multicereals cookies
sweet,41,14,LU Petit Dejeuner with Fruits and Figs cookies
sweet,51,17,LU Petit Dejeuner with Prunes cookies
sweet,32,6,"Macaroons, prepared with coconut flour"
sweet,50,9,Maltmeal wafer
sweet,79,15,Morning Coffee™ cookies
sweet,57,13,Nutrigrain Fruits des bois cookies
sweet,45,7,Oat biscuit cookies
sweet,55,9,Oat biscuit cookies
sweet,55,9,"Oat biscuit cookies, Nairn's™ Stem Ginger Oat Biscuit"
sweet,54,9,Oatmeal cookies
sweet,61,21,Oro cookies
sweet,45,16,Petiki Go ! Fruits and Muesli cookies
sweet,49,18,Petiki Go ! Fruits and Muesli cookies
sweet,47,17,Petiki Go ! Fruits and Muesli cookies
sweet,77,15,Petit brun extra cookies
sweet,51,10,Petit LU Normand cookies
sweet,48,9,Petit LU Roussillon cookies
sweet,60,10,President's Choice® Blue Menu™ Cranberry Orange Cookies
sweet,62,10,President's Choice® Blue Menu™ Crunchy Oat Cookies
sweet,64,11,President's Choice® Blue Menu™ Ginger & Lemon Cookies
sweet,73,13,Prince Energie+ cookies
sweet,50,15,Prince fourré chocolat cookies
sweet,53,16,Prince fourré chocolat cookies
sweet,53,17,Prince gout chocolat cookies
sweet,49,18,Prince Meganana Chocolate cookies
sweet,52,18,Prince Petit Déj Cereals cookies
sweet,51,18,Prince Petit Déj Cereals and Chocolate cookies
sweet,45,16,Prince Petit Déjeuner Vanille cookies
sweet,45,16,Principe megamanana vanilla cookies
sweet,40,7,Rich Tea cookies
sweet,55,10,Rich Tea cookies
sweet,57,8,Sablé des Flandres cookies
sweet,64,10,Shortbread cookies
sweet,62,11,Shredded Wheatmeal™ cookies
sweet,52,13,"Snack Right Fruit Pillow, Wild berry cookies"
sweet,43,11,"Snack Right Fruit Pillow, Apple and blackberry cookies"
sweet,45,11,"Snack Right Fruit Pillow, Spicy apple and sultana cookies"
sweet,49,13,"Snack Right Fruit Slice, Mango and passionfruit cookies"
sweet,50,13,"Snack Right Fruit Slice, Mixed berry cookies"
sweet,48,12,"Snack Right Fruit Slice, Original Sultana (97% fat-free) cookies"
sweet,45,11,"Snack Right Fruit Slice, Sultana with chocolate cookies"
sweet,41,8,Thé cookies
sweet,51,10,Véritable Petit Beurre cookies
sweet,54,10,Véritable Petit Beurre cookies
sweet,54,10,Véritable Petit Beurre cookies
sweet,59,12,Vitasnella frollini cookies
sweet,49,8,Choice grain crackers 
sweet,87,18,"Corn Thins, puffed corn cakes, gluten-free crackers"
sweet,65,11,Cream Cracker
sweet,52,9,High-calcium cracker
sweet,55,10,"Jatz™, plain salted craker biscuits"
sweet,60,11,Lees Cabin Crackers
sweet,65,10,President's Choice® Blue Menu™ Ancient Grains snack crackers
sweet,65,10,President's Choice® Blue Menu™ Wheat & Onion snack crackers
sweet,56,9,President's Choice® Blue Menu™ Wheat & Sesame snack crackers
sweet,65,11,President's Choice® Blue Menu™ Wheat snack snack crackers
sweet,81,15,Puffed Crispbread crackers
sweet,82,17,"Puffed rice cakes, white"
sweet,82,17,Rice cake 
sweet,91,19,"Rice cakes, Calrose rice (low-amylose)"
sweet,61,13,"Rice cakes, Doongara rice (high-amylose)"
sweet,82,18,"Puffed rice cakes, caramel flavored"
sweet,91,23,"Rice cracker, plain"
sweet,64,10,Rye crackers with oats 
sweet,57,9,Rye crackers with sesame
sweet,69,11,Ryvita®
sweet,46,6,Ryvita® Pumpkin Seeds & Oats
sweet,48,7,Ryvita® Sunflower Seeds & Oats
sweet,71,12,Kavli™ Norwegian Crispbread
sweet,70,12,"Sao™, plain square crackers"
sweet,63,11,Water cracker
sweet,78,14,Water cracker
sweet,53,8,Wholegrain water crackers with sesame seeds and rosemary
sweet,36,6,Wholewheat water crackers with pumpkin and thyme
sweet,50,7,"Wholewheat water sticks, crunchy, yeast extract flavored"
sweet,10,2,"Ginger, candied, sucrose-free"
sweet,44,8,"Chick Pea chips (Freedom Foods, Australia)"
sweet,54,17,"Combos Snacks Cheddar Cheese Crackers (M&M/Mars, USA)"
sweet,52,18,"Combos Snacks Cheddar Cheese Pretzels (M&M/Mars, USA)"
sweet,42,11,"Corn chips, plain, salted (Doritos™ original,  Smith's Snack Food Co., Australia) (1998)"
sweet,72,18,"Corn chips, plain, salted (Doritos™ original,  Smith's Snack Food Co., Australia) (1985)"
sweet,64,13,"Flaxseed Tortilla chips, Sea Salt, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,64,13,"Flaxseed Tortilla chips, Spicy, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,91,35,"Japanese Tamari Rice & Corn Crisps, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada) "
sweet,82,32,"Japanese Wasabi & Honey Rice & Corn Crisps, President's Choice® Blue Menu™  (Loblaw Brands Limited, Canada)"
sweet,84,33,"Thai Curry Rice & Corn Crisps, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,15,4,"Fruit and nut mix (Finest, UK)"
sweet,90,27,"Apple Fruit Bar, fat-free, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,34,5,Apricot and Almond bar 
sweet,50,17,"Apricot filled fruit bar (pureed dried apricot filling in wholemeal pastry) (Mother Earth, New Zealand)"
sweet,40,10,"Apricot & Yoghurt Healtheries Simple Bar, wheat and gluten-free (Aussie Bodies Pty. Ltd., Australia)"
sweet,51,13,"Berry & Yoghurt Healtheries Simple Bar, wheat and gluten free (Aussie Bodies Pty. Ltd., Australia)"
sweet,46,8,"Berrylicious Trim Bar (Aussie Bodies Pty. Ltd., Australia)"
sweet,35,7,"Blackberry Sour Buzz dried fruit leather, Sunripe  School Straps (Windsor Farm Foods, Australia)"
sweet,34,7,"Fruit & Yogurt Apple Cinnamon Chewy Bars (Soy), President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,70,21,"Fig Fruit bar, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,33,7,"Fruit & Yogurt Cranberry Blueberry Bars (Soy), President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,61,12,"Heinz Kidz™ Fruit Fingers, banana (HJ Heinz, Australia)"
sweet,74,23,"Raspberry Fruit bar, fat-free, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,90,23,"Real Fruit Bars, strawberry (Uncle Toby's, Australia)"
sweet,99,24,"Roll-Ups®, processed fruit snack (Uncle Toby's, Australia)"
sweet,29,7,"Strawberry fruit leather (Stretch Island Fruit Company™, Washington, USA)"
sweet,40,8,"Strawberry & Wildberry dried fruit leather, Sunripeschool straps (Windsor Farm Foods, Australia)"
sweet,37,10,"Gelati, sucrose-free frozen dessert, chocolate flavor  (Alba Foods, Newtown, Australia)"
sweet,39,11,"Gelati, sucrose-free frozen dessert, vanilla flavor (Alba Foods, Newtown, Australia)"
sweet,44,8,"Chocollo™, low-fat chocolate flavored ice cream eaten with a plain cone (Wendy's Supa Sundaes Pty Ltd, Australia)"
sweet,55,15,"Chocollo™, low-fat chocolate flavored ice cream eaten with a waffle cone (Wendy's Supa Sundaes Pty Ltd, Australia)"
sweet,53,10,"Jelly, made from commercial jelly crystals,  Raspberry Razzle flavor (Aeroplane Jelly Company, West Ryde, Australia)"
sweet,80,22,"Jelly beans, assorted colors (Allen's, Nestlé, Australia)"
sweet,76,21,"Jelly beans, assorted colors (Savings, Grocery Holdings, Tooronga, Australia)"
sweet,52,18,"Kudos Milk Chocolate Granola bar with M&M's Milk Chocolate Mini Baking Bits (M&M/Mars, USA)"
sweet,62,20,"Kudos Whole-Grain bars, chocolate chip (M&M/Mars, Hackettstown, USA)"
sweet,45,14,"Kudos Milk Chocolate Granola bars, Peanut Butter flavor (M&M/Mars, USA)"
sweet,78,16,"Licorice, soft (Coles Supermarkets, Australia)"
sweet,70,21,"Life Savers®, peppermint candy (Nestlé, Australia)"
sweet,33,6,"M & M's®, peanut (Mars Confectionery, Australia)"
sweet,62,25,"Mars Bar® (Mars Confectionery, Australia) "
sweet,68,27,"Mars Bar® (M&M/Mars, USA) "
sweet,62,15,"Marshmallows (Candy Lane, Australia)"
sweet,62,26,"Milky Way® bar (M&M/Mars, USA)"
sweet,45,15,"Milky Way® Lite bar (M&M/Mars, USA)"
sweet,61,13,"Muesli bar, crunchy, containing dried apricot (Uncle Toby's, Australia)"
sweet,32,4,"Nougat, Jijona (La Fama, Spain)"
sweet,33,4,"Nutella®, chocolate hazelnut spread (Ferrero Australia, Milson's Point, NSW, Australia) (1997) "
sweet,30,4,"Nutella®, chocolate hazelnut spread (Ferrero Australia, Australia) (2003)"
sweet,25,3,"Nutella®, chocolate hazelnut spread (Ferrero Australia, Australia) (2007)"
sweet,70,8,"Pirate's Booty, aged white cheddar extruded snack, made from corn and rice (Robert's American Gourmet, Sea Cliff, NY, USA)"
sweet,72,9,"Microwave Popping Corn, butter flavor, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,58,7,"Microwave Popping Corn, natural flavor, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,55,6,Popcorn 
sweet,55,6,"Popcorn, plain, cooked in microwave oven (Green's Foods, Glendenning, NSW, Australia)"
sweet,62,6,"Poppin Microwave Popcorn, butter flavor (Green's Foods, Australia)"
sweet,67,7,"Poppin Lite Microwave Popcorn, butter flavor,  50% reduced fat (Green's Foods, Australia)"
sweet,89,10,"Popcorn, plain, cooked in microwave oven (Uncle Toby's, Australia)"
sweet,70,24,"Pop Tarts™, double choc (Kellogg's, Australia)"
sweet,51,12,"Potato crisps, plain, salted "
sweet,57,10,"Potato crisps, plain, salted (Arnott's, Australia)"
sweet,60,12,Potato crisps 
sweet,66,25,"President's Choice® Blue Menu™ Original and Tomato Basil Vegetable Sticks (Loblaw Brands Limited, Canada)"
sweet,83,16,"Pretzels, oven-baked, traditional wheat flavor (Parker's, Smith's Snack Food Co., Australia)"
sweet,84,20,"Pretzels, oven-baked, traditional wheat flavor, 97% fat free (Parker's, Smith's Snack Food Co., Australia)"
sweet,77,19,Puffed rice squares 
sweet,70,32,"Skittles® (Mars Confectionery, Australia)"
sweet,78,16,"Chewy Chocolate Chip & Marshmallow Granola Bar,  President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,58,12,"Chewy Cranberry Apple Granola Bar,  President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,35,10,"Chocolate Healtheries Simple bar, wheat and gluten free (Aussie Bodies Pty. Ltd., Australia)"
sweet,47,2,"Chocolate Raspberry Zing™ bar (Revival Soy®, Physicians Pharmaceuticals, Inc., USA)"
sweet,63,17,"Cocoavia™ Chocolate Almond Snack bar (M&M/Mars, USA)"
sweet,33,8,"Cocoavia™ Cripsy Chocolate Bar (M&M/Mars, USA)"
sweet,33,5,"ExtendBar™ Apple Cinnamon Delight Bar  (ExtendBar, USA)"
sweet,41,7,"ExtendBar™ Chocolate Delight Bar (ExtendBar, USA)"
sweet,32,5,"ExtendBar™ Peanut Delight Bar (ExtendBar, USA)"
sweet,46,9,"Granola bar, containing coconut flour "
sweet,27,5,"Munch Peanut Butter bar (M&M/Mars, USA)"
sweet,59,14,"Oat bar, made from oat flour and bran starch "
sweet,52,13,"Peanut Butter Chocolate Pal™ bar (Revival Soy®,  Physicians Pharmaceuticals, Inc., USA)"
sweet,72,26,"60% Whole Wheat Fig Fruit bar, President's  Choice® Blue Menu™ (Loblaw Brands Limited, Canada)"
sweet,64,21,"Slimfast® Meal Options bar, rich chocolate brownie (SlimFast Foods Co, West Palm Beach, USA)"
sweet,40,12,"Snack bar, Apple Cinnamon (Con Agra Inc., Omaha, NE, USA)"
sweet,37,10,"Snack bar, Peanut Butter and Choc-Chip (Con Agra Inc., USA)"
sweet,31,4,"Trim bar, Chocorama (Aussie Bodies Pty. Ltd., Australia)"
sweet,25,3,"Trim Bar, Mocha flavor (Aussie Bodies Pty. Ltd., Australia)"
sweet,41,15,"Snickers Bar® (Mars Confectionery, Australia)"
sweet,43,15,"Snickers Bar® (M&M/Mars, USA)"
sweet,68,23,"Snickers Bar® (M&M/Mars, USA)"
sweet,19,2,"Apple Soy Joy Bar (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)"
sweet,27,3,"Apricot Soy Joy Bar (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)"
sweet,41,5,"Chocolate Orange Soy Joy Bar (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)"
sweet,28,3,"Mango Coconut Soy Joy Bar (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)"
sweet,25,3,"Plum + Fe Soy Joy Bar (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)"
sweet,27,3,"Plum + Folic acid Soy Joy Bar (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)"
sweet,28,3,"Raisin Almond Soy Joy Bar (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)"
sweet,29,4,"Sanzashi Soy Joy Bar (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)"
sweet,33,4,"Strawberry Soy Joy Bar (Otsuka Pharmaceutical Co Ltd, Tokyo, Japan)"
sweet,87,23,"Sunshine™ soy protein chips, lightly salted (Revival Soy®,Physicians Pharmaceuticals, Inc., USA)"
sweet,49,14,"Tropical fruit and nut mix (Finest, UK)"
sweet,74,22,"Twisties™, cheese-flavored, extruded snack,  rice and corn (Smith's Snackfood Co., Australia)"
sweet,44,17,"Twix® Cookie Bar, caramel (M&M/Mars, USA)"
sweet,43,2,"Yummiees lollies (Allseps Pty. Ltd., Australia)"
sweet,57,22,"Clif bar, Chocolate Brownie Energy bar (Clif Bar Inc., Berkeley, USA)"
sweet,53,22,"Performance Chocolate Energy bar (Power Bar, USA)"
sweet,58,24,"Power Bar®, chocolate (Powerfood Inc., Berkeley, USA)"
sweet,53,22,"Power Bar®, chocolate (Powerfood Inc., Berkeley, USA)"
sweet,39,10,"Ironman PR bar®, chocolate (PR Nutrition, San Diego, CA, USA)"
sweet,11,2,"SmartZone Chocolate flavor, nutrition Bar (Hershey's Food Corporation, Hershey, PA, USA)"
sweet,16,3,"SmartZone Chocolate flavor, nutrition Bar (Hershey's Food Corporation, Hershey, PA, USA) "
sweet,15,3,"SmartZone Crunchy Blueberry flavor, nutrition Bar (Hershey's Food Corporation, Hershey, PA, USA) "
sweet,23,4,"SmartZone Crunchy Chocolate Brownie flavor, nutrition Bar (Hershey's Food Corporation, Hershey, PA, USA) "
sweet,16,3,"SmartZone Crunchy Chocolate Caramel flavor, nutrition Bar (Hershey's Food Corporation, Hershey, PA, USA)"
sweet,14,3,"SmartZone Crunchy Chocolate Peanut Butter flavor, nutrition Bar (Hershey's Food Corporation, Hershey, PA, USA)"
sweet,14,3,"SmartZone Crunchy Key Lime flavor, nutrition Bar (Hershey's Food Corporation, Hershey, PA, USA)"
sweet,18,3,"SmartZone Peanut Butter flavor, nutrition Bar (Hershey's Food Corporation, Hershey, PA, USA) "
sweet,36,9,"Chewy Chocolate Peanut flavor, Snickers® Marathon Energy Bar (M&M/Mars, USA)"
sweet,50,14,"Cookies & Crème flavor, Snickers® Marathon Energy Bar (M&M/Mars, USA)"
sweet,50,14,"Multi Grain Crunch flavor, Snickers® Marathon Energy Bar (M&M/Mars, USA) "
sweet,34,8,"Peanut Butter flavor, Snickers® Marathon Energy Bar (M&M/Mars, USA) "
sweet,20,2,"Chocolate Fudge Brownie flavor, Snickers® Marathon Low Carb Lifestyle Energy Bar (M&M/Mars, USA)"
sweet,21,2,"Peanut Butter flavor, Snickers® Marathon Low Carb Lifestyle Energy Bar (M&M/Mars, USA) "
sweet,49,5,"Dark Chocolate Crunch flavor, Snickers® Marathon Nutrition Bar  (M&M/Mars, USA)"
sweet,41,4,"Honey & Roasted Almond flavor, Snickers® Marathon Nutrition Bar  (M&M/Mars, USA) "
sweet,26,6,"Caramel Nut Rush flavor, Snickers® Marathon Protein Performance Bar  (M&M/Mars, USA)"
sweet,32,6,"Chocolate Nut Burst flavor, Snickers® Marathon Protein Performance Bar  (M&M/Mars, USA)"
sweet,29,6,"SoLo GI Berry Bliss Nutrition bar (New Era Nutrition Inc, Alberta, Canada)"
sweet,28,6,"SoLo GI Chocolate Charger Nutrition bar (New Era Nutrition Inc, Alberta, Canada)"
sweet,29,6,"SoLo GI Lemon Lift Nutrition bar (New Era Nutrition Inc, Alberta, Canada) "
sweet,23,5,"SoLo GI Mint Mania Nutrition bar (New Era Nutrition Inc, Alberta, Canada)"
sweet,27,5,"SoLo GI Peanut Power Nutrition bar (New Era Nutrition Inc, Alberta, Canada)"
sweet,29,3,"SoLo GI Berry Bliss Snack bar (New Era Nutrition Inc, Alberta, Canada)"
sweet,28,3,"SoLo GI Chocolate Charger Snack bar (New Era Nutrition Inc, Alberta, Canada)"
sweet,29,3,"SoLo GI Lemon Lift Snack bar (New Era Nutrition Inc, Alberta, Canada) "
sweet,23,2,"SoLo GI Mint Mania Snack bar (New Era Nutrition Inc, Alberta, Canada)"
sweet,27,3,"SoLo GI Peanut Power Snack bar (New Era Nutrition Inc, Alberta, Canada)"
sweet,49,22,"VO2 Max Chocolate Energy bar (M&M/Mars, USA)"
sweet,44,8,"ZonePerfect Nutrition bar, Double Chocolate flavor (Abbott Laboratories, Abbott Park, USA)"
sweet,11,1,"Organic Agave Cactus Nectar, light, 90% fructose (Western Commerce Corp., City of Industry, CA, USA)"
sweet,10,1,"Organic Agave Cactus Nectar, light, 97% fructose (Western Commerce Corp., USA)"
sweet,19,2,"Premium Agave nectar (Sweet Cactus Farms, USA)"
sweet,63,13,Golden Syrup 
sweet,46,5,"Lactose, 50 g portion "
sweet,48,5,"Lactose, 25 g portion (BDH, Poole, UK)"
sweet,105,11,"Maltose, 50 g portion "
sweet,105,11,"Maltose, 50 g portion "
sweet,68,15,"Maple flavored syrup (Cottee's Foods, Australia)"
sweet,54,10,"Maple syrup, pure Canadian (Queen Foods,  Australia)"
sweet,91,23,"Rice cracker, plain (Sakada, Japan)"
sweet,85,17,"Juicy cereal bar (stavnata tycinka FIT, Usovsko, Czech Republic)"
sweet,30,5,"Wheat flake bar, containing frutcose and extruded oat bran concentrate (6.5% ß-glucan) "
sweet,63,13,"Arrowroot cookies (McCormicks's, Interbare Foods, Toronto, Canada)"
sweet,62,11,"Arrowroot plus cookies (McCormicks's, Canada)"
sweet,50,8,"Chocolate chip cookies, containing coconut flour "
sweet,55,9,Digestives cookies
sweet,62,9,"Digestives cookies, Peak Freans (Nabisco Ltd., Toronto, Canada)"
sweet,58,10,"Digestives cookies, gluten-free (maize starch) (Nutricia Dietary Care Ltd., Redish, Stockport, UK)"
sweet,77,13,"Golden Fruit cookies (Griffin's Foods Ltd., Auckland, New Zealand)"
sweet,74,13,"Graham Wafers (Christie Brown & Co.,  Toronto, Canada)"
sweet,57,8,"Highland Oatcakes cookies (Walker's Shortbread Ltd., Aberlour-on-Spey, Scotland)"
sweet,33,6,"Macaroons, prepared with coconut flour "
sweet,67,21,"Oro cookies (Saiwa, Italy)"
sweet,77,14,"Vanilla Wafers (Christie Brown & Co., Canada)"
sweet,67,9,"Breton wheat crackers (Dare Foods Ltd., Kitchener, Canada) "
sweet,63,10,Rye crispbread 
sweet,63,11,"Rye crispbread (Ryvita Company Ltd., UK)"
sweet,59,9,"High-fiber rye crispbread (Ryvita Company Ltd., Poole, Dorset, UK)"
sweet,74,12,"Premium Soda Crackers (Christie Brown & Co., Canada)"
sweet,67,11,"Stoned Wheat Thins (Christie Brown & Co., Canada)"
sweet,90,27,"Burger Rings™, barbeque-flavored (Smith's Snack Food Co, Chatswood, NSW, Australia)"
sweet,54,12,"Chocolate crinkles, containing coconut flour "
sweet,35,7,"Chocolate, milk, plain, low-sugar with maltitol "
sweet,74,21,"Corn chips, Nachips™ (Old El Paso Foods Co., Canada)"
sweet,50,10,"Granola bar, containing coconut flour"
sweet,85,17,"Juicy cereal bar (Stavnata Tycinka FIT, Usovsko, Czech Republic)"
sweet,101,49,"Clif bar, Cookies & Cream flavor energy bar (Clif Bar Inc, Berkeley, CA, USA)"
sweet,74,24,"MET-Rx Bar, vanilla flavor energy bar (Met-Rx Substrate Technology Inc, Irvine, CA, USA)"
sweet,83,37,"Power bar®, chocolate flavor energy bar (Powerfood Inc, Berkeley, CA, USA)"
sweet,81,23,"PR-bar, Cookies 'N Cream flavor energy bar (Twin Laboratories Inc, Ronkonkowa, NY, USA)"
sweet,20,2,"Fructose, 50 g portion"
sweet,21,2,"Fructose, 50 g portion"
sweet,24,2,"Fructose, 50 g portion (Sigma Chemical Company, St. Louis, MO, USA)"
sweet,25,2,"Fructose, 25 g portion, fed with oats"
sweet,85,9,"Glucose, 50 g portion (dextrose)"
